State,District,Year,Arhar/Tur,,,Banana,,,Castor seed,,,Cotton(lint),,,Cowpea(Lobia),,,Dry chillies,,,Ginger,,,Groundnut,,,Jowar,,,Maize,,,Moong(Green Gram),,,Onion,,,Rice,,,Sesamum,,,Soyabean,,,Sugarcane,,,Turmeric,,,Urad,,,Bajra,,,Small millets,,,Tobacco,,,Coriander,,,Garlic,,,Gram,,,Wheat,,,Cashewnut,,,Ragi,,,Horse-gram,,,Sweet potato,,,Safflower,,,Sunflower,,,Potato,,
,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,,Kharif,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Bales),Yield (Bales/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2022 - 2023,"6,014.00","5,268.00",0.88,3,127,42.33,500,451,0.9,"95,408.00","2,01,479.00",2.11,1,1,1,"14,868.00","47,697.00",3.21,,,,"2,269.00","4,967.00",2.19,61,41,0.67,"4,372.00","18,104.00",4.14,9,6,0.67,"1,429.00","11,633.00",8.14,"35,692.00","1,21,353.00",3.4,4,1,0.25,33,53,1.61,870,"83,195.00",95.63,,,,40,30,0.75,157,133,0.85,26,27,1.04,42,94,2.24,,,,,,,,,,,,,,,,,,,18,16,0.89,,,,,,,35,65,1.86,,,
,7. Kamareddy,2018 - 2019,"8,167.00","11,140.00",1.36,21,"1,293.00",61.57,,,,"18,253.00","66,355.00",3.64,,,,27,116,4.3,,,,,,,257,239,0.93,"23,142.00","1,42,786.00",6.17,"4,697.00","5,185.00",1.1,,,,"54,663.00","2,32,427.00",4.25,,,,"36,911.00","61,420.00",1.66,"6,171.00","5,31,248.00",86.09,45,293,6.51,"4,385.00","5,073.00",1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,"7,192.00","9,419.00",1.31,24,"1,419.00",59.13,,,,"19,206.00","61,975.00",3.23,38,27,0.71,1,5,5,,,,,,,157,186,1.18,"35,689.00","2,18,888.00",6.13,"5,814.00","5,866.00",1.01,11,245,22.27,"84,732.00","3,82,141.00",4.51,3,,0,"36,373.00","74,243.00",2.04,"4,883.00","4,21,603.00",86.34,79,551,6.97,"2,358.00","2,622.00",1.11,,,,3,5,1.67,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,
,,2020 - 2021,"9,964.00","10,730.00",1.08,11,513,46.64,22,9,0.41,"23,672.00","45,420.00",1.92,168,61,0.36,6,44,7.33,3,27,9,16,26,1.63,119,96,0.81,"13,499.00","70,529.00",5.22,"6,299.00","5,603.00",0.89,30,398,13.27,"1,00,303.00","3,30,633.00",3.3,8,1,0.13,"34,600.00","52,154.00",1.51,"3,359.00","2,84,658.00",84.74,51,398,7.8,"4,270.00","3,695.00",0.87,6,5,0.83,1,1,1,,,,,,,,,,,,,,,,,,,11,15,1.36,,,,,,,,,,,,,,,
,,2021 - 2022,"7,626.00","6,688.00",0.88,8,273,34.13,19,10,0.53,"11,168.00","31,927.00",2.86,43,13,0.3,5,14,2.8,5,47,9.4,12,26,2.17,19,13,0.68,"37,304.00","2,07,559.00",5.56,"4,375.00","2,502.00",0.57,25,402,16.08,"1,13,744.00","4,32,227.00",3.8,14,3,0.21,"28,785.00","51,727.00",1.8,"3,957.00","3,70,929.00",93.74,29,213,7.34,"4,187.00","2,500.00",0.6,,,,,,,1,3,3,1,1,1,,,,,,,,,,2,1,0.5,1,2,2,1,1,1,,,,,,,11,15,1.36,,,
,,2022 - 2023,"5,136.00","5,506.00",1.07,8,337,42.13,1,1,1,"11,974.00","40,219.00",3.36,8,6,0.75,3,11,3.67,2,18,9,,,,20,14,0.7,"30,149.00","1,33,228.00",4.42,"2,560.00","2,025.00",0.79,4,43,10.75,"1,22,025.00","5,23,487.00",4.29,1,0,0,"36,290.00","49,572.00",1.37,"5,243.00","4,85,325.00",92.57,10,75,7.5,"1,497.00","1,066.00",0.71,,,,1,1,1,4,9,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8. Karimnagar,2018 - 2019,"1,188.00",769,0.65,8,493,61.63,,,,"42,918.00","93,915.00",2.19,,,,158,678,4.29,,,,23,58,2.52,,,,"10,831.00","61,379.00",5.67,425,267,0.63,,,,"54,612.00","2,07,034.00",3.79,,,,8,13,1.63,,,,224,"1,456.00",6.5,43,36,0.84,,,,,,,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,976,945,0.97,23,"1,359.00",59.09,,,,"36,762.00","1,11,148.00",3.02,3,2,0.67,321,"1,721.00",5.36,,,,5,13,2.6,1,1,1,"11,004.00","68,605.00",6.23,391,308,0.79,1,22,22,"79,406.00","2,67,201.00",3.36,1,,0,,,,,,,255,"1,778.00",6.97,8,8,1,,,,10,17,1.7,149,442,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020 - 2021,"2,378.00","1,868.00",0.79,19,887,46.68,11,4,0.36,"30,345.00","93,077.00",3.07,57,39,0.68,290,"1,751.00",6.04,4,36,9,94,148,1.57,18,14,0.78,"1,745.00","7,996.00",4.58,460,190,0.41,3,40,13.33,"1,02,368.00","3,08,096.00",3.01,10,1,0.1,,,,,,,108,842,7.8,1,1,1,1,1,1,2,1,0.5,17,63,3.71,,,,,,,,,,,,,,,,,,,4,7,1.75,1,9,9,,,,1,4,4,,,
,,2021 - 2022,"1,121.00","1,068.00",0.95,26,887,34.12,1,1,1,"19,168.00","60,658.00",3.16,21,18,0.86,622,"2,222.00",3.57,1,9,9,120,258,2.15,2,1,0.5,"2,446.00","12,455.00",5.09,114,48,0.42,3,48,16,"1,10,458.00","3,44,739.00",3.12,2,0,0,1,2,2,,,,66,485,7.35,,,,,,,,,,35,106,3.03,,,,,,,,,,,,,,,,,,,3,2,0.67,3,35,11.67,,,,,,,,,
,,2022 - 2023,442,245,0.55,26,"1,097.00",42.19,,,,"20,928.00","75,341.00",3.6,13,9,0.69,299,"1,156.00",3.87,,,,24,58,2.42,1,1,1,"1,743.00","8,072.00",4.63,50,25,0.5,,,,"1,10,266.00","3,59,357.00",3.26,,,,3,5,1.67,,,,22,165,7.5,4,3,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,7.33,,,,2,4,2,,,
,9. Khammam,2018 - 2019,"1,500.00","1,226.00",0.82,41,"2,524.00",61.56,,,,"97,134.00","2,17,694.00",2.24,,,,"23,410.00","1,02,910.00",4.4,,,,83,208,2.51,2,2,1,"3,281.00","17,593.00",5.36,"7,976.00","2,808.00",0.35,,,,"82,437.00","2,95,619.00",3.59,,,,,,,"4,159.00","3,37,357.00",81.11,87,566,6.51,73,62,0.85,,,,,,,,,,,,,,,,,,,,,,76,19,0.25,,,,,,,,,,,,,,,,,,
,,2019 - 2020,672,35,0.05,27,"1,596.00",59.11,,,,"1,00,370.00","3,51,605.00",3.5,6,4,0.67,"20,460.00","1,47,578.00",7.21,,,,50,137,2.74,12,14,1.17,"4,475.00","24,474.00",5.47,"7,091.00","5,176.00",0.73,,,,"92,196.00","3,35,225.00",3.64,5,1,0.2,,,,"2,255.00","1,28,167.00",56.84,36,251,6.97,16,15,0.94,,,,9,15,1.67,,,,,,,,,,,,,,,,76,23,0.3,2,3,1.5,,,,,,,,,,,,,,,
,,2020 - 2021,"1,931.00","2,120.00",1.1,100,"4,667.00",46.67,2,1,0.5,"1,02,772.00","2,24,077.00",2.18,7,5,0.71,"21,512.00","1,70,893.00",7.94,9,80,8.89,63,100,1.59,8,6,0.75,270,"1,416.00",5.24,"9,906.00",661,0.07,,,,"1,13,361.00","3,45,938.00",3.05,22,2,0.09,2,3,1.5,"3,139.00","3,53,455.00",112.6,50,390,7.8,110,82,0.75,,,,4,2,0.5,,,,,,,1,0,0,,,,,,,160,50,0.31,,,,2,3,1.5,,,,,,,,,,,,
,,2021 - 2022,"1,004.00",915,0.91,138,"4,706.00",34.1,,,,"78,817.00","2,22,545.00",2.82,7,6,0.86,"41,692.00","1,01,728.00",2.44,4,38,9.5,79,170,2.15,12,8,0.67,"1,179.00","5,690.00",4.83,"7,226.00","2,500.00",0.35,2,32,16,"1,19,611.00","3,47,590.00",2.91,21,5,0.24,2,3,1.5,"3,231.00","3,33,335.00",103.17,65,478,7.35,111,88,0.79,1,1,1,,,,7,21,3,,,,,,,5,7,1.4,,,,204,134,0.66,,,,,,,,,,,,,,,,,,
,,2022 - 2023,400,390,0.98,138,"5,821.00",42.18,,,,"94,628.00","2,81,101.00",2.97,8,6,0.75,"28,085.00","1,00,039.00",3.56,1,9,9,54,130,2.41,10,7,0.7,"1,202.00","5,964.00",4.96,"4,186.00","2,700.00",0.65,2,21,10.5,"1,17,343.00","4,11,639.00",3.51,3,1,0.33,5,8,1.6,"5,213.00","4,80,067.00",92.09,24,180,7.5,83,58,0.7,,,,,,,2,4,2,,,,,,,,,,,,,180,115,0.64,,,,,,,2,15,7.5,,,,,,,,,
,10. Komaram bheem asifabad,2018 - 2019,"11,759.00","12,241.00",1.04,11,677,61.55,18,14,0.78,"91,992.00","2,16,452.00",2.35,78,62,0.79,46,198,4.3,,,,24,60,2.5,"1,760.00","1,888.00",1.07,"1,013.00","4,701.00",4.64,"1,155.00",817,0.71,49,641,13.08,"11,774.00","24,619.00",2.09,55,9,0.16,"1,201.00","1,403.00",1.17,,,,21,137,6.52,283,239,0.84,,,,,,,,,,2,2,1,,,,,,,,,,4,1,0.25,17,17,1,,,,,,,,,,,,,,,
,,2019 - 2020,"10,853.00","14,857.00",1.37,18,"1,064.00",59.11,55,72,1.31,"1,24,884.00","4,08,435.00",3.27,18,13,0.72,13,70,5.38,,,,23,62,2.7,"1,679.00","1,348.00",0.8,477,"1,565.00",3.28,"1,285.00","1,027.00",0.8,3,67,22.33,"24,201.00","67,787.00",2.8,9,1,0.11,"1,544.00","1,839.00",1.19,,,,32,223,6.97,416,390,0.94,1,1,1,15,26,1.73,,,,,,,,,,,,,,,,16,5,0.31,14,22,1.57,,,,1,16,16,,,,,,,,,
,,2020 - 2021,"15,806.00","17,848.00",1.13,12,560,46.67,5,2,0.4,"1,24,040.00","3,66,010.00",2.95,34,23,0.68,24,144,6,,,,2,3,1.5,931,862,0.93,182,257,1.41,"1,061.00",255,0.24,1,13,13,"22,336.00","61,431.00",2.75,22,2,0.09,659,822,1.25,1,98,98,21,164,7.81,143,108,0.76,1,2,2,,,,,,,,,,,,,,,,,,,11,3,0.27,,,,1,2,2,,,,,,,,,,,,
,,2021 - 2022,"16,456.00","16,688.00",1.01,12,409,34.08,,,,"1,26,410.00","3,42,794.00",2.71,23,19,0.83,102,288,2.82,,,,38,82,2.16,654,125,0.19,263,"1,203.00",4.57,718,362,0.5,,,,"21,936.00","53,963.00",2.46,8,2,0.25,"1,407.00","1,676.00",1.19,2,208,104,22,162,7.36,143,51,0.36,,,,1,1,1,,,,,,,,,,,,,,,,8,5,0.63,,,,2,1,0.5,,,,,,,,,,,,
,,2022 - 2023,"15,875.00","16,304.00",1.03,12,506,42.17,,,,"1,29,158.00","4,09,507.00",3.17,26,19,0.73,179,669,3.74,,,,6,14,2.33,529,35,0.07,365,"1,662.00",4.55,646,344,0.53,,,,"23,794.00","66,528.00",2.8,3,1,0.33,"3,906.00","4,754.00",1.22,3,285,95,11,83,7.55,219,106,0.48,183,155,0.85,568,597,1.05,,,,,,,,,,,,,,,,11,3,0.27,105,162,1.54,2,1,0.5,,,,,,,,,,,,
,11. Mahabubabad,2018 - 2019,"1,608.00",883,0.55,4,246,61.5,,,,"36,495.00","91,882.00",2.52,,,,"11,728.00","44,824.00",3.82,,,,129,323,2.5,,,,"12,961.00","44,482.00",3.43,"8,876.00","4,527.00",0.51,6,78,13,"39,461.00","1,23,355.00",3.13,27,5,0.19,25,40,1.6,19,"1,523.00",80.16,"4,447.00","28,910.00",6.5,52,44,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,"1,459.00","1,006.00",0.69,8,473,59.13,,,,"40,779.00","90,689.00",2.22,,,,"13,679.00","52,842.00",3.86,,,,168,461,2.74,1,1,1,"10,003.00","56,849.00",5.68,"4,034.00","3,663.00",0.91,9,201,22.33,"46,834.00","1,57,409.00",3.36,26,4,0.15,6,11,1.83,7,617,88.14,"3,381.00","21,479.00",6.35,42,39,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020 - 2021,"2,592.00","1,884.00",0.73,1,47,47,,,,"44,774.00","1,01,528.00",2.27,3,2,0.67,"16,900.00","65,859.00",3.9,2,18,9,94,149,1.59,31,25,0.81,"3,869.00","14,694.00",3.8,"3,243.00",256,0.08,11,146,13.27,"63,742.00","1,75,312.00",2.75,53,5,0.09,3,5,1.67,4,392,98,"3,242.00","16,641.00",5.13,12,10,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021 - 2022,"1,975.00","1,185.00",0.6,3,102,34,,,,"29,491.00","80,490.00",2.73,12,10,0.83,"33,297.00","68,758.00",2.06,1,9,9,101,175,1.73,12,8,0.67,"22,020.00","83,019.00",3.77,"1,434.00",640,0.45,,,,"86,666.00","2,43,531.00",2.81,29,6,0.21,,,,11,"1,128.00",102.55,"1,782.00","9,580.00",5.38,12,10,0.83,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1.6,,,,12,138,11.5,,,,2,3,1.5,,,
,,2022 - 2023,"1,147.00",523,0.46,3,127,42.33,2,1,0.5,"39,058.00","1,18,093.00",3.02,22,16,0.73,"22,705.00","84,077.00",3.7,,,,37,83,2.24,10,7,0.7,"22,030.00","90,720.00",4.12,"1,185.00",571,0.48,,,,"85,844.00","2,89,981.00",3.38,9,3,0.33,,,,8,760,95,465,"2,307.00",4.96,9,6,0.67,,,,,,,5,6,1.2,,,,,,,,,,,,,,,,,,,,,,3,22,7.33,,,,,,,,,
,12. Mahbubnagar,2018 - 2019,"17,171.00","8,276.00",0.48,,,,"4,189.00","3,037.00",0.72,"35,870.00","46,209.00",1.29,,,,148,636,4.3,,,,,,,"9,056.00","9,536.00",1.05,"34,550.00","41,529.00",1.2,61,33,0.54,67,877,13.09,"11,792.00","28,749.00",2.44,281,43,0.15,,,,193,"15,563.00",80.64,,,,,,,,,,8,8,1,,,,,,,,,,,,,,,,,,,593,621,1.05,4,3,0.75,,,,,,,,,,,,
,,2019 - 2020,"19,371.00","11,583.00",0.6,,,,"8,138.00","6,820.00",0.84,"39,210.00","1,24,818.00",3.18,24,17,0.71,89,477,5.36,,,,21,58,2.76,"20,182.00","20,162.00",1,"25,131.00","78,058.00",3.11,100,79,0.79,52,"1,160.00",22.31,"13,972.00","48,385.00",3.46,118,14,0.12,2,4,2,126,"10,588.00",84.03,,,,31,29,0.94,9,11,1.22,98,168,1.71,,,,,,,,,,,,,,,,,,,910,"1,459.00",1.6,253,220,0.87,,,,,,,,,,,,
,,2020 - 2021,"28,945.00","17,025.00",0.59,,,,"2,364.00","1,028.00",0.43,"52,415.00","1,04,378.00",1.99,26,18,0.69,58,346,5.97,,,,42,69,1.64,"10,570.00","6,894.00",0.65,"2,142.00","5,299.00",2.47,119,50,0.42,31,411,13.26,"46,227.00","1,39,363.00",3.01,134,13,0.1,1,1,1,118,"10,790.00",91.44,,,,6,5,0.83,17,16,0.94,23,13,0.57,,,,,,,,,,,,,,,,,,,411,552,1.34,200,324,1.62,,,,,,,,,,,,
,,2021 - 2022,"10,868.00","6,021.00",0.55,,,,494,200,0.4,"32,557.00","86,372.00",2.65,14,12,0.86,186,520,2.8,,,,81,174,2.15,"4,662.00","3,445.00",0.74,"14,455.00","42,801.00",2.96,46,28,0.61,26,418,16.08,"68,867.00","2,31,600.00",3.36,65,4,0.06,5,9,1.8,192,"19,576.00",101.96,,,,14,11,0.79,5,6,1.2,5,4,0.8,,,,,,,,,,,,,,,,,,,100,140,1.4,79,67,0.85,,,,5,5,1,4,5,1.25,,,
,,2022 - 2023,"4,840.00","3,940.00",0.81,,,,407,148,0.36,"42,574.00","1,10,192.00",2.59,20,15,0.75,191,279,1.46,,,,18,43,2.39,"5,706.00","3,526.00",0.62,"11,678.00","38,000.00",3.25,85,57,0.67,2,21,10.5,"76,436.00","2,57,360.00",3.37,45,1,0.02,,,,349,"31,769.00",91.03,1,8,8,20,14,0.7,,,,,,,,,,,,,,,,,,,,,,,,,65,64,0.98,27,17,0.63,1,7,7,1,1,1,,,,,,
,13. Mancherial,2018 - 2019,"1,827.00","1,447.00",0.79,,,,,,,"60,229.00","1,96,630.00",3.26,5,4,0.8,486,"1,747.00",3.59,,,,,,,10,9,0.9,493,"1,937.00",3.93,262,165,0.63,1,13,13,"39,549.00","1,27,625.00",3.23,5,1,0.2,63,100,1.59,,,,41,267,6.51,79,67,0.85,,,,,,,,,,,,,,,,,,,,,,4,1,0.25,,,,,,,,,,,,,,,,,,
,,2019 - 2020,"1,413.00",971,0.69,,,,,,,"73,114.00","2,10,425.00",2.88,2,1,0.5,391,"1,748.00",4.47,,,,,,,18,21,1.17,228,"1,104.00",4.84,91,72,0.79,2,45,22.5,"65,137.00","1,74,176.00",2.67,1,,0,4,7,1.75,,,,54,377,6.98,11,10,0.91,,,,3,5,1.67,,,,,,,,,,,,,,,,6,2,0.33,,,,,,,,,,,,,,,,,,
,,2020 - 2021,"2,466.00","2,445.00",0.99,,,,5,2,0.4,"76,116.00","1,82,557.00",2.4,2,1,0.5,348,"3,965.00",11.39,,,,33,52,1.58,41,33,0.8,113,525,4.65,327,136,0.42,,,,"66,224.00","1,60,706.00",2.43,67,6,0.09,6,9,1.5,,,,63,491,7.79,16,12,0.75,,,,,,,,,,,,,,,,,,,,,,24,7,0.29,,,,3,5,1.67,,,,,,,,,,,,
,,2021 - 2022,"1,901.00","1,473.00",0.77,,,,,,,"64,935.00","1,59,659.00",2.46,13,11,0.85,573,"2,634.00",4.6,,,,1,2,2,1,1,1,251,"1,144.00",4.56,75,31,0.41,,,,"65,811.00","1,69,068.00",2.57,25,6,0.24,15,26,1.73,2,208,104,52,382,7.35,9,7,0.78,,,,,,,,,,,,,,,,,,,,,,31,12,0.39,,,,1,1,1,,,,,,,,,,,,
,,2022 - 2023,"1,095.00",922,0.84,,,,,,,"67,599.00","1,79,734.00",2.66,4,3,0.75,390,"2,420.00",6.21,,,,,,,1,1,1,93,424,4.56,22,10,0.45,,,,"63,784.00","1,94,350.00",3.05,3,1,0.33,16,26,1.63,,,,27,203,7.52,3,2,0.67,,,,,,,,,,,,,,,,,,,,,,31,28,0.9,,,,,,,,,,,,,,,,,,
,14. Medak,2018 - 2019,"1,693.00",874,0.52,6,369,61.5,12,9,0.75,"13,991.00","34,566.00",2.47,14,11,0.79,11,47,4.27,,,,16,40,2.5,261,243,0.93,"13,678.00","36,479.00",2.67,"1,304.00",558,0.43,304,"3,977.00",13.08,"31,269.00","1,08,722.00",3.48,1,,0,16,23,1.44,"1,179.00","97,464.00",82.67,2,13,6.5,421,223,0.53,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,"1,358.00","1,728.00",1.27,4,236,59,80,105,1.31,"29,698.00","89,789.00",3.02,5,4,0.8,2,11,5.5,,,,1,2,2,723,856,1.18,"13,309.00","57,189.00",4.3,"2,880.00","1,319.00",0.46,233,"5,199.00",22.31,"48,432.00","2,12,181.00",4.38,2,,0,351,633,1.8,574,"55,507.00",96.7,,,,576,369,0.64,19,23,1.21,66,113,1.71,,,,2,2,1,,,,,,,,,,,,,25,40,1.6,3,3,1,,,,,,,,,,,,
,,2020 - 2021,"6,977.00","4,189.00",0.6,3,140,46.67,158,57,0.36,"34,628.00","89,099.00",2.57,40,28,0.7,10,58,5.8,3,27,9,30,49,1.63,435,355,0.82,"1,456.00","5,474.00",3.76,"2,439.00",591,0.24,,,,"78,867.00","2,02,291.00",2.56,16,2,0.13,355,534,1.5,498,"31,838.00",63.93,1,8,8,557,217,0.39,11,11,1,6,3,0.5,,,,,,,,,,,,,,,,,,,11,15,1.36,7,11,1.57,,,,,,,,,,,,
,,2021 - 2022,"2,421.00","1,600.00",0.66,19,648,34.11,20,11,0.55,"21,548.00","53,743.00",2.49,7,6,0.86,10,28,2.8,2,19,9.5,9,19,2.11,207,137,0.66,"4,135.00","11,557.00",2.79,"1,277.00",553,0.43,20,322,16.1,"1,03,929.00","3,89,526.00",3.75,4,1,0.25,30,51,1.7,348,"26,630.00",76.52,2,15,7.5,350,230,0.66,8,10,1.25,1,1,1,,,,,,,,,,,,,2,4,2,1,1,1,1,2,2,2,1,0.5,,,,,,,,,,1,13,13
,,2022 - 2023,889,530,0.6,19,801,42.16,9,6,0.67,"17,917.00","48,060.00",2.68,2,1,0.5,6,22,3.67,,,,7,17,2.43,73,50,0.68,"2,136.00","5,338.00",2.5,627,331,0.53,5,54,10.8,"1,19,309.00","4,35,359.00",3.65,,,,30,48,1.6,521,"46,909.00",90.04,1,8,8,257,138,0.54,4,3,0.75,1,1,1,,,,,,,,,,3,3,1,,,,1,0,0,,,,1,1,1,,,,,,,3,6,2,,,
,15. Medchal,2018 - 2019,117,76,0.65,3,185,61.67,5,4,0.8,110,235,2.14,,,,,,,,,,,,,24,22,0.92,825,"2,044.00",2.48,,,,,,,"4,032.00","16,757.00",4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,122,110,0.9,8,473,59.13,4,5,1.25,174,559,3.21,,,,,,,,,,,,,124,147,1.19,"1,204.00","4,902.00",4.07,8,6,0.75,,,,"5,139.00","20,191.00",3.93,1,,0,5,9,1.8,2,188,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,3,0.75,,,,,,,,,,,,
,,2020 - 2021,877,680,0.78,10,467,46.7,6,2,0.33,401,985,2.46,,,,,,,,,,,,,131,106,0.81,215,757,3.52,15,6,0.4,,,,"6,475.00","18,700.00",2.89,6,1,0.17,,,,,,,,,,,,,3,3,1,8,5,0.63,,,,,,,,,,,,,,,,,,,3,4,1.33,11,18,1.64,1,9,9,,,,,,,,,
,,2021 - 2022,214,165,0.77,15,512,34.13,,,,108,274,2.54,4,3,0.75,,,,,,,6,13,2.17,45,30,0.67,163,743,4.56,3,2,0.67,,,,"7,457.00","27,255.00",3.65,5,1,0.2,2,3,1.5,,,,1,7,7,4,3,0.75,5,6,1.2,,,,,,,,,,,,,,,,1,2,2,1,1,1,,,,4,3,0.75,,,,,,,2,3,1.5,,,
,,2022 - 2023,62,55,0.89,15,633,42.2,,,,82,239,2.91,1,1,1,,,,,,,,,,19,13,0.68,159,210,1.32,,,,,,,"7,384.00","29,514.00",4,,,,,,,,,,,,,3,2,0.67,1,1,1,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,1,1,1,1,2,2,,,
,16. Mulugu,2018 - 2019,13,8,0.62,118,"7,266.00",61.58,,,,"12,068.00","5,998.00",0.5,,,,"4,040.00","16,564.00",4.1,,,,2,5,2.5,,,,"1,629.00","11,077.00",6.8,51,32,0.63,,,,"35,880.00","1,30,818.00",3.65,,,,,,,,,,156,"1,014.00",6.5,,,,,,,,,,,,,,,,,,,,,,,,,13,3,0.23,,,,,,,,,,,,,,,,,,
,,2019 - 2020,39,891,22.85,164,"9,693.00",59.1,,,,"11,604.00","42,844.00",3.69,,,,"4,027.00","20,485.00",5.09,,,,18,49,2.72,,,,"1,479.00","9,753.00",6.59,39,31,0.79,,,,"38,066.00","1,30,186.00",3.42,,,,,,,,,,155,"1,081.00",6.97,,,,,,,,,,,,,,,,,,,,,,,,,10,3,0.3,,,,,,,,,,,,,,,,,,
,,2020 - 2021,47,37,0.79,177,"8,261.00",46.67,,,,"10,684.00","20,035.00",1.88,,,,"2,964.00","17,441.00",5.88,,,,11,18,1.64,,,,69,318,4.61,19,8,0.42,,,,"40,794.00","1,13,410.00",2.78,2,0,0,,,,,,,105,819,7.8,13,10,0.77,,,,,,,,,,,,,,,,,,,,,,9,3,0.33,,,,,,,,,,,,,,,,,,
,,2021 - 2022,16,12,0.75,226,"8,311.00",36.77,,,,"9,415.00","31,180.00",3.31,60,51,0.85,"3,839.00","10,638.00",2.77,1,9,9,5,11,2.2,5,3,0.6,768,"3,674.00",4.78,15,9,0.6,,,,"44,793.00","1,34,065.00",2.99,2,0,0,,,,,,,48,353,7.35,7,6,0.86,,,,,,,,,,,,,,,,,,,,,,3,2,0.67,4,6,1.5,,,,,,,,,,,,,,,
,,2022 - 2023,11,10,0.91,226,"7,877.00",34.85,,,,"11,162.00","32,370.00",2.9,,,,352,"1,120.00",3.18,,,,,,,,,,394,"1,230.00",3.12,1,1,1,,,,"40,505.00","1,22,285.00",3.02,,,,,,,,,,20,150,7.5,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,6,1,0.17,,,,,,,,,,,,,,,,,,
,17. Nagarkurnool,2018 - 2019,"7,694.00","2,778.00",0.36,3,185,61.67,664,306,0.46,"1,19,059.00","1,05,752.00",0.89,,,,761,"3,268.00",4.29,,,,409,614,1.5,"1,903.00","1,290.00",0.68,"58,462.00","37,474.00",0.64,37,23,0.62,15,196,13.07,"15,792.00","37,538.00",2.38,,,,,,,104,"8,368.00",80.46,,,,13,11,0.85,5,1,0.2,58,63,1.09,,,,,,,,,,,,,,,,,,,235,187,0.8,,,,,,,,,,,,,,,
