State,District,Year,Coriander,,,Cowpea(Lobia),,,Dry chillies,,,Garlic,,,Gram,,,Groundnut,,,Jowar,,,Maize,,,Moong(Green Gram),,,Onion,,,Rice,,,Safflower,,,Sesamum,,,Sunflower,,,Tobacco,,,Urad,,,Wheat,,,Bajra,,,Castor seed,,,Arhar/Tur,,,Ginger,,,Soyabean,,,Turmeric,,,Cotton(lint),,,Horse-gram,,,Ragi,,,Sweet potato,,,Small millets,,,Potato,,
,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,,Rabi,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Bales),Yield (Bales/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Telangana,1. Adilabad,2018 - 2019,263,263,1,35,39,1.11,17,104,6.12,10,26,2.6,"25,311.00","47,028.00",1.86,606,"1,508.00",2.49,"3,234.00","4,110.00",1.27,"1,004.00","5,599.00",5.58,3,3,1,74,"2,157.00",29.15,42,143,3.4,8,5,0.63,226,158,0.7,20,39,1.95,75,202,2.69,4,6,1.5,"2,128.00","3,650.00",1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6. Jogulamba,2018 - 2019,,,,436,490,1.12,,,,,,,"13,653.00","5,611.00",0.41,"8,718.00","23,181.00",2.66,"1,438.00","2,975.00",2.07,857,"3,036.00",3.54,39,37,0.95,184,"5,363.00",29.15,"6,277.00","17,645.00",2.81,,,,,,,,,,"1,179.00","3,172.00",2.69,250,370,1.48,,,,,,,18,14,0.78,106,31,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,273,271,0.99,,,,,,,"7,113.00","7,944.00",1.12,"5,008.00","13,439.00",2.68,940,"2,190.00",2.33,"2,193.00","8,277.00",3.77,140,133,0.95,503,"17,228.00",34.25,"17,810.00","56,458.00",3.17,2,2,1,11,7,0.64,9,20,2.22,844,"2,655.00",3.15,"1,480.00","2,664.00",1.8,4,7,1.75,49,74,1.51,328,404,1.23,111,72,0.65,,,,,,,,,,,,,18,16,0.89,,,,,,,62,93,1.5,,,
,,2020 - 2021,,,,631,"1,187.00",1.88,249,"1,505.00",6.04,,,,"6,425.00","10,831.00",1.69,"8,939.00","20,006.00",2.24,"1,563.00","4,149.00",2.65,"2,222.00","13,144.00",5.92,198,187,0.94,256,"5,058.00",19.76,"23,551.00","73,503.00",3.12,7,7,1,12,8,0.67,14,39,2.79,634,803,1.27,"3,969.00","7,450.00",1.88,6,16,2.67,40,39,0.98,129,55,0.43,497,308,0.62,,,,,,,,,,,,,24,40,1.67,,,,,,,194,76,0.39,,,
,,2021 - 2022,6,4,0.67,"1,305.00","1,677.00",1.29,89,454,5.1,,,,"7,969.00","11,300.00",1.42,"8,635.00","18,781.00",2.17,"1,546.00","1,657.00",1.07,"4,610.00","18,113.00",3.93,118,113,0.96,99,"2,454.00",24.79,"13,904.00","41,642.00",2.99,5,5,1,36,28,0.78,33,45,1.36,"1,255.00","1,807.00",1.44,"5,184.00","4,593.00",0.89,3,6,2,38,38,1,330,452,1.37,547,372,0.68,,,,24,42,1.75,,,,,,,12,10,0.83,,,,,,,219,158,0.72,,,
,,2022 - 2023,2,1,0.5,402,502,1.25,25,46,1.84,,,,"6,200.00","9,164.00",1.48,"6,572.00","13,387.00",2.04,"1,027.00","1,001.00",0.97,"13,175.00","49,683.00",3.77,61,75,1.23,66,"1,248.00",18.91,"28,257.00","89,716.00",3.18,4,4,1,7,5,0.71,7,13,1.86,"1,434.00","4,362.00",3.04,"2,428.00","2,768.00",1.14,,,,12,39,3.25,"1,131.00","1,492.00",1.32,115,137,1.19,,,,14,18,1.29,,,,28,59,2.11,,,,,,,,,,67,70,1.04,,,
,7. Kamareddy,2018 - 2019,124,109,0.88,,,,38,234,6.16,,,,"16,960.00","27,424.00",1.62,85,212,2.49,"3,244.00","8,535.00",2.63,"4,874.00","22,766.00",4.67,72,68,0.94,496,"8,666.00",17.47,"23,451.00","88,082.00",3.76,740,283,0.38,23,16,0.7,81,159,1.96,74,387,5.23,59,87,1.47,"1,016.00","2,455.00",2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,243,145,0.6,2,2,1,9,53,5.89,2,9,4.5,"26,618.00","41,766.00",1.57,34,80,2.35,"6,852.00","25,688.00",3.75,"14,951.00","1,05,188.00",7.04,18,17,0.94,184,"3,619.00",19.67,"74,463.00","3,09,096.00",4.15,115,114,0.99,209,133,0.64,71,158,2.23,7,21,3,22,40,1.82,"1,012.00","1,663.00",1.64,,,,59,77,1.31,,,,,,,,,,,,,,,,165,144,0.87,,,,,,,,,,,,
,,2020 - 2021,295,113,0.38,11,12,1.09,6,44,7.33,9,0,0,"40,122.00","70,392.00",1.75,480,"1,144.00",2.38,"8,278.00","33,018.00",3.99,"7,516.00","63,263.00",8.42,52,50,0.96,196,"6,038.00",30.81,"99,340.00","4,30,341.00",4.33,109,101,0.93,604,409,0.68,417,"1,119.00",2.68,15,55,3.67,42,81,1.93,"1,200.00","2,778.00",2.32,5,4,0.8,66,24,0.36,,,,1,9,9,,,,,,,,,,113,184,1.63,,,,,,,,,,1,12,12
,,2021 - 2022,435,229,0.53,16,11,0.69,21,107,5.1,,,,"41,459.00","58,913.00",1.42,"1,832.00","4,151.00",2.27,"9,802.00","28,083.00",2.87,"16,257.00","1,10,206.00",6.78,229,219,0.96,288,"10,045.00",34.88,"62,328.00","2,69,444.00",4.32,275,170,0.62,"1,330.00","1,033.00",0.78,"1,896.00","2,579.00",1.36,52,158,3.04,908,"1,176.00",1.3,"2,115.00","4,207.00",1.99,1,1,1,69,106,1.54,20,15,0.75,,,,"1,079.00","1,939.00",1.8,5,37,7.4,,,,88,72,0.82,,,,2,23,11.5,,,,3,72,24
,,2022 - 2023,"1,214.00",738,0.61,,,,12,61,5.08,,,,"35,633.00","55,873.00",1.57,430,504,1.17,"7,790.00","30,630.00",3.93,"15,398.00","97,177.00",6.31,2,2,1,122,"2,351.00",19.27,"1,04,991.00","3,72,613.00",3.55,540,486,0.9,81,11,0.14,960,"1,852.00",1.93,105,235,2.24,95,149,1.57,341,555,1.63,,,,10,16,1.6,2,3,1.5,,,,666,"1,036.00",1.56,1,8,8,15,50,3.33,58,39,0.67,,,,3,22,7.33,,,,,,
,8. Karimnagar,2018 - 2019,1,1,1,28,31,1.11,,,,,,,291,457,1.57,"1,373.00","3,711.00",2.7,,,,"7,859.00","54,644.00",6.95,255,242,0.95,11,321,29.18,"48,707.00","1,79,437.00",3.68,,,,,,,3,6,2,66,345,5.23,25,37,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,38,6.33,,,,,,
,,2019 - 2020,13,12,0.92,32,31,0.97,,,,,,,140,214,1.53,"1,839.00","3,072.00",1.67,,,,"13,396.00","81,991.00",6.12,141,134,0.95,17,582,34.24,"89,721.00","3,50,809.00",3.91,,,,4,3,0.75,2,4,2,,,,8,14,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,94,15.67,,,,,,
,,2020 - 2021,,,,52,57,1.1,3,22,7.33,,,,88,148,1.68,582,932,1.6,6,20,3.33,"9,649.00","73,761.00",7.64,143,136,0.95,18,585,32.5,"1,07,052.00","4,63,214.00",4.33,,,,66,45,0.68,193,516,2.67,42,153,3.64,2,7,3.5,,,,1,1,1,,,,3,2,0.67,,,,,,,,,,,,,2,4,2,,,,9,80,8.89,,,,,,
,,2021 - 2022,,,,158,104,0.66,44,224,5.09,1,4,4,167,142,0.85,"1,405.00","3,282.00",2.34,22,44,2,"9,536.00","65,751.00",6.9,221,49,0.22,18,422,23.44,"85,972.00","3,21,879.00",3.74,9,9,1,161,125,0.78,375,510,1.36,112,340,3.04,137,177,1.29,17,34,2,1,1,1,2,3,1.5,16,12,0.75,,,,3,5,1.67,1,7,7,,,,7,6,0.86,,,,5,58,11.6,,,,,,
,,2022 - 2023,,,,30,27,0.9,7,36,5.14,,,,19,20,1.05,230,436,1.9,,,,"8,070.00","47,831.00",5.93,16,11,0.69,,,,"1,09,804.00","3,46,432.00",3.16,4,4,1,13,10,0.77,156,291,1.87,123,275,2.24,1,2,2,,,,,,,3,4,1.33,,,,,,,,,,,,,48,173,3.6,1,1,1,,,,1,7,7,,,,,,
,9. Khammam,2018 - 2019,,,,222,250,1.13,682,"4,191.00",6.15,,,,22,35,1.59,"1,196.00","2,663.00",2.23,247,408,1.65,"13,736.00","82,677.00",6.02,"1,087.00","1,067.00",0.98,2,58,29,"31,843.00","99,255.00",3.12,,,,116,81,0.7,7,14,2,6,31,5.17,214,317,1.48,,,,,,,,,,19,16,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,59,57,0.97,451,"2,657.00",5.89,,,,10,16,1.6,585,860,1.47,272,579,2.13,"36,149.00","2,71,462.00",7.51,"1,323.00","1,277.00",0.97,2,69,34.5,"82,093.00","3,18,849.00",3.88,,,,121,77,0.64,,,,,,,169,304,1.8,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,
,,2020 - 2021,,,,409,446,1.09,"1,098.00","3,163.00",2.88,12,0,0,33,55,1.67,"1,622.00","2,677.00",1.65,451,"1,136.00",2.52,"31,742.00","2,86,684.00",9.03,"5,870.00","5,815.00",0.99,11,358,32.55,"91,222.00","3,29,585.00",3.61,,,,640,433,0.68,78,207,2.65,11,39,3.55,879,"1,648.00",1.87,,,,,,,,,,33,35,1.06,1,9,9,,,,,,,,,,2,5,2.5,,,,,,,1,1,1,,,
,,2021 - 2022,,,,377,304,0.81,208,316,1.52,,,,47,66,1.4,760,"1,521.00",2,245,276,1.13,"33,048.00","2,56,948.00",7.77,"3,473.00","3,779.00",1.09,6,141,23.5,"37,168.00","1,13,177.00",3.05,3,3,1,617,268,0.43,87,118,1.36,26,79,3.04,584,469,0.8,,,,,,,3,5,1.67,19,14,0.74,,,,,,,,,,,,,4,3,0.75,,,,,,,1,1,1,,,
,,2022 - 2023,,,,87,78,0.9,90,193,2.14,,,,15,24,1.6,223,557,2.5,137,203,1.48,"36,921.00","2,33,082.00",6.31,"1,400.00","1,333.00",0.95,,,,"86,958.00","2,99,309.00",3.44,,,,172,78,0.45,18,34,1.89,9,20,2.22,130,115,0.88,,,,,,,,,,5,6,1.2,,,,5,6,1.2,,,,59,175,2.97,,,,,,,1,7,7,,,,,,
,10. Komaram bheem asifabad,2018 - 2019,,,,10,11,1.1,68,418,6.15,,,,"1,310.00","2,313.00",1.77,,,,"2,318.00","2,659.00",1.15,288,"1,873.00",6.5,249,430,1.73,51,"1,487.00",29.16,"2,737.00","6,424.00",2.35,,,,3,2,0.67,,,,,,,4,6,1.5,155,291,1.88,,,,,,,10,10,1,,,,,,,,,,,,,3,2,0.67,,,,,,,,,,,,
,,2019 - 2020,13,12,0.92,23,22,0.96,19,112,5.89,,,,"2,545.00","1,924.00",0.76,27,63,2.33,"2,030.00","1,825.00",0.9,621,"4,306.00",6.93,311,295,0.95,34,"1,165.00",34.26,"5,026.00","15,063.00",3,,,,16,10,0.63,1,2,2,,,,21,38,1.81,226,416,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,141,15.67,,,,,,
,,2020 - 2021,9,10,1.11,22,24,1.09,13,82,6.31,,,,"2,543.00","2,182.00",0.86,76,178,2.34,"2,590.00","1,618.00",0.62,463,"3,650.00",7.88,534,505,0.95,63,"2,048.00",32.51,"6,624.00","23,939.00",3.61,1,1,1,14,10,0.71,7,18,2.57,,,,12,23,1.92,416,540,1.3,,,,,,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021 - 2022,2,1,0.5,50,33,0.66,101,515,5.1,,,,"2,990.00","3,989.00",1.33,148,335,2.26,"4,130.00","3,783.00",0.92,497,"1,755.00",3.53,929,421,0.45,53,"1,242.00",23.43,"2,198.00","6,049.00",2.75,15,15,1,56,44,0.79,69,94,1.36,,,,71,92,1.3,549,"1,103.00",2.01,,,,,,,108,80,0.74,,,,51,61,1.2,3,22,7.33,,,,6,5,0.83,4,7,1.75,1,12,12,1,1,1,,,
,,2022 - 2023,1,1,1,32,29,0.91,114,580,5.09,,,,"3,188.00","4,205.00",1.32,119,292,2.45,"4,129.00","3,951.00",0.96,937,"4,725.00",5.04,867,750,0.87,36,920,25.56,"7,313.00","21,515.00",2.94,16,14,0.88,45,34,0.76,1,2,2,,,,11,17,1.55,489,"1,136.00",2.32,,,,,,,152,180,1.18,,,,17,22,1.29,1,8,8,15,48,3.2,12,7,0.58,,,,6,44,7.33,3,3,1,1,21,21
,11. Mahabubabad,2018 - 2019,,,,776,669,0.86,512,"2,152.00",4.2,,,,,,,"5,588.00","8,952.00",1.6,"1,140.00","1,400.00",1.23,"4,118.00","28,027.00",6.81,601,599,1,180,"5,247.00",29.15,"14,264.00","49,853.00",3.5,,,,9,6,0.67,2,4,2,155,810,5.23,330,266,0.81,,,,1,,0,,,,7,4,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,733,768,1.05,40,117,2.93,,,,,,,"1,758.00","3,079.00",1.75,798,351,0.44,"20,686.00","1,15,831.00",5.6,473,507,1.07,102,"3,494.00",34.25,"46,056.00","1,55,301.00",3.37,,,,38,24,0.63,,,,8,24,3,304,547,1.8,,,,,,,,,,1,1,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,
,,2020 - 2021,,,,"1,596.00","1,314.00",0.82,551,"4,433.00",8.05,,,,8,12,1.5,"2,339.00","4,759.00",2.03,"1,142.00","1,688.00",1.48,"10,111.00","66,646.00",6.59,"1,568.00","1,307.00",0.83,83,"2,698.00",32.51,"64,077.00","2,27,858.00",3.56,,,,81,55,0.68,119,317,2.66,58,211,3.64,645,"1,212.00",1.88,,,,1,1,1,,,,,,,,,,,,,,,,,,,7,12,1.71,,,,5,45,9,,,,,,
,,2021 - 2022,,,,"2,474.00",814,0.33,68,347,5.1,,,,10,14,1.4,"1,031.00","1,724.00",1.67,"1,092.00",876,0.8,"12,177.00","72,879.00",5.98,"2,211.00","1,817.00",0.82,39,914,23.44,"36,124.00","1,13,610.00",3.15,8,8,1,78,61,0.78,440,598,1.36,115,349,3.03,918,565,0.62,2,4,2,,,,,,,12,9,0.75,,,,,,,1,5,5,,,,6,5,0.83,,,,9,104,11.56,2,1,0.5,,,
,,2022 - 2023,,,,838,503,0.6,6,31,5.17,,,,4,6,1.5,280,556,1.99,414,492,1.19,"18,432.00","1,19,753.00",6.5,"1,033.00","1,056.00",1.02,4,102,25.5,"58,373.00","1,70,683.00",2.92,,,,35,26,0.74,144,269,1.87,81,90,1.11,223,197,0.88,,,,2,7,3.5,,,,5,6,1.2,,,,,,,,,,23,70,3.04,25,15,0.6,,,,1,7,7,,,,,,
,12. Mahbubnagar,2018 - 2019,,,,14,16,1.14,,,,,,,,,,"2,530.00","5,655.00",2.24,,,,27,176,6.52,,,,235,"7,516.00",31.98,"6,839.00","17,727.00",2.59,,,,,,,,,,,,,,,,,,,,,,41,30,0.73,3,1,0.33,,,,,,,,,,,,,4,3,0.75,84,82,0.98,,,,,,,,,
,,2019 - 2020,,,,16,16,1,12,71,5.92,,,,5,7,1.4,"3,900.00","8,192.00",2.1,17,36,2.12,177,"1,226.00",6.93,2,2,1,220,"9,671.00",43.96,"17,109.00","56,682.00",3.31,2,2,1,3,2,0.67,,,,,,,2,4,2,,,,,,,100,84,0.84,4,2,0.5,,,,,,,,,,,,,5,4,0.8,176,282,1.6,,,,,,,,,
,,2020 - 2021,,,,45,49,1.09,37,220,5.95,,,,20,34,1.7,"3,861.00","11,039.00",2.86,27,71,2.63,412,"3,234.00",7.85,5,5,1,242,"7,017.00",29,"48,979.00","1,78,871.00",3.65,6,6,1,2,2,1,12,35,2.92,,,,11,21,1.91,1,3,3,,,,86,38,0.44,2,1,0.5,,,,,,,,,,,,,17,29,1.71,264,354,1.34,,,,,,,,,
,,2021 - 2022,,,,77,51,0.66,38,194,5.11,1,4,4,66,93,1.41,"8,980.00","26,240.00",2.92,72,143,1.99,"1,063.00","5,578.00",5.25,45,43,0.96,294,"7,492.00",25.48,"29,345.00","1,02,737.00",3.5,33,33,1,9,7,0.78,10,14,1.4,,,,210,272,1.3,7,14,2,,,,166,152,0.92,7,5,0.71,,,,,,,,,,,,,25,20,0.8,723,"1,146.00",1.59,1,12,12,1,1,1,,,
,,2022 - 2023,1,1,1,26,23,0.88,15,76,5.07,,,,2,3,1.5,"4,709.00","8,895.00",1.89,173,357,2.06,"1,962.00","13,591.00",6.93,2,2,1,123,"2,739.00",22.27,"59,454.00","2,09,694.00",3.53,4,4,1,,,,4,7,1.75,,,,24,38,1.58,2,4,2,,,,228,258,1.13,,,,,,,,,,1,8,8,3,8,2.67,16,10,0.63,108,98,0.91,,,,,,,,,
,13. Mancherial,2018 - 2019,,,,,,,,,,,,,212,333,1.57,182,453,2.49,232,383,1.65,420,"2,586.00",6.16,150,142,0.95,86,"2,507.00",29.15,"20,738.00","75,860.00",3.66,2,1,0.5,25,18,0.72,,,,,,,35,52,1.49,,,,,,,,,,122,97,0.8,,,,,,,,,,,,,1,1,1,,,,14,89,6.36,,,,,,
,,2019 - 2020,1,1,1,5,5,1,7,41,5.86,,,,159,243,1.53,83,195,2.35,183,389,2.13,557,"3,253.00",5.84,166,157,0.95,35,"1,199.00",34.26,"38,616.00","1,64,002.00",4.25,,,,24,15,0.63,,,,,,,19,34,1.79,3,6,2,,,,,,,102,70,0.69,,,,,,,,,,,,,,,,,,,6,94,15.67,,,,,,
,,2020 - 2021,13,14,1.08,19,21,1.11,52,315,6.06,,,,104,173,1.66,149,354,2.38,414,"1,047.00",2.53,375,"2,949.00",7.86,288,273,0.95,24,780,32.5,"44,712.00","1,74,690.00",3.91,,,,91,62,0.68,53,145,2.74,,,,30,62,2.07,8,21,2.63,,,,6,2,0.33,54,53,0.98,,,,,,,,,,,,,1,1,1,,,,6,53,8.83,,,,,,
,,2021 - 2022,1,1,1,61,40,0.66,121,617,5.1,2,8,4,172,254,1.48,259,886,3.42,260,246,0.95,667,"2,594.00",3.89,715,"1,380.00",1.93,27,633,23.44,"25,313.00","77,002.00",3.04,1,1,1,434,337,0.78,159,216,1.36,,,,406,526,1.3,53,106,2,,,,,,,101,75,0.74,,,,3,5,1.67,,,,,,,1,1,1,,,,5,58,11.6,,,,,,
,,2022 - 2023,,,,4,4,1,166,844,5.08,,,,75,118,1.57,120,292,2.43,177,302,1.71,867,"5,076.00",5.85,141,160,1.13,4,102,25.5,"41,820.00","1,36,291.00",3.26,3,3,1,49,37,0.76,1,2,2,,,,27,42,1.56,2,4,2,,,,,,,91,108,1.19,,,,,,,,,,67,178,2.66,1,1,1,,,,5,36,7.2,,,,,,
,14. Medak,2018 - 2019,,,,,,,10,61,6.1,,,,281,338,1.2,41,102,2.49,502,"1,067.00",2.13,"2,086.00","10,732.00",5.14,10,9,0.9,507,"12,184.00",24.03,"11,881.00","38,233.00",3.22,12,7,0.58,13,9,0.69,86,169,1.97,,,,7,10,1.43,102,191,1.87,,,,,,,,,,,,,,,,,,,,,,7,4,0.57,,,,,,,16,16,1,11,204,18.55
,,2019 - 2020,3,3,1,2,2,1,,,,2,9,4.5,418,395,0.94,36,83,2.31,965,"2,794.00",2.9,"3,494.00","21,298.00",6.1,4,4,1,342,"8,893.00",26,"31,649.00","1,18,399.00",3.74,12,13,1.08,26,17,0.65,116,259,2.23,,,,5,9,1.8,76,140,1.84,7,9,1.29,11,14,1.27,,,,,,,,,,,,,,,,5,4,0.8,3,5,1.67,,,,,,,16,200,12.5
,,2020 - 2021,,,,1,1,1,5,29,5.8,,,,385,641,1.66,152,361,2.38,"1,375.00","4,782.00",3.48,566,"3,113.00",5.5,8,8,1,571,"14,777.00",25.88,"69,279.00","3,46,118.00",5,15,14,0.93,25,16,0.64,161,431,2.68,,,,12,21,1.75,30,79,2.63,18,18,1,1,1,1,1,1,1,1,9,9,,,,,,,,,,5,8,1.6,2,3,1.5,,,,,,,14,171,12.21
,,2021 - 2022,3,2,0.67,71,47,0.66,18,92,5.11,,,,740,875,1.18,"1,481.00","3,356.00",2.27,"2,424.00","6,041.00",2.49,"2,580.00","17,348.00",6.72,88,84,0.95,610,"10,859.00",17.8,"57,412.00","2,15,525.00",3.75,69,68,0.99,321,249,0.78,950,757,0.8,,,,365,473,1.3,291,585,2.01,22,22,1,16,25,1.56,5,4,0.8,,,,10,17,1.7,2,15,7.5,,,,15,12,0.8,7,12,1.71,1,12,12,,,,19,240,12.63
,,2022 - 2023,3,2,0.67,3,3,1,6,31,5.17,,,,349,304,0.87,46,113,2.46,"2,426.00","4,905.00",2.02,"1,362.00","7,551.00",5.54,,,,537,"15,570.00",28.99,"1,05,357.00","3,50,417.00",3.33,26,23,0.88,3,2,0.67,143,290,2.03,,,,4,6,1.5,13,27,2.08,11,36,3.27,4,5,1.25,,,,,,,,,,,,,16,43,2.69,1,1,1,,,,5,36,7.2,,,,8,166,20.75
,15. Medchal,2018 - 2019,,,,,,,,,,,,,66,104,1.58,,,,7,12,1.71,93,605,6.51,,,,,,,"2,702.00","9,084.00",3.36,,,,26,18,0.69,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,,,,5,29,5.8,,,,24,37,1.54,,,,7,15,2.14,48,331,6.9,,,,2,69,34.5,"3,877.00","13,360.00",3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,0.89,,,,,,,,,,,,
,,2020 - 2021,,,,,,,,,,,,,6,9,1.5,,,,3,8,2.67,31,248,8,,,,,,,"5,501.00","21,217.00",3.86,,,,,,,1,2,2,,,,,,,1,3,3,4,4,1,,,,,,,,,,,,,,,,,,,4,6,1.5,,,,,,,,,,,,
,,2021 - 2022,,,,10,7,0.7,5,25,5,,,,6,8,1.33,5,11,2.2,12,24,2,150,"1,108.00",7.39,3,3,1,5,117,23.4,"1,996.00","6,689.00",3.35,1,1,1,4,3,0.75,12,16,1.33,,,,31,40,1.29,11,22,2,7,7,1,1,2,2,1,1,1,5,47,9.4,,,,,,,,,,3,2,0.67,,,,,,,2,1,0.5,2,48,24
,,2022 - 2023,,,,2,2,1,3,15,5,,,,2,3,1.5,,,,2,4,2,119,775,6.51,,,,,,,"5,644.00","20,364.00",3.61,,,,,,,13,24,1.85,,,,1,2,2,1,2,2,5,16,3.2,,,,,,,,,,,,,,,,6,17,2.83,2,1,0.5,,,,,,,,,,,,
,16. Mulugu,2018 - 2019,,,,141,158,1.12,"3,256.00","21,389.00",6.57,,,,,,,364,772,2.12,4,7,1.75,"2,394.00","17,459.00",7.29,683,482,0.71,1,29,29,"13,416.00","44,595.00",3.32,,,,19,13,0.68,3,6,2,2,10,5,365,242,0.66,,,,,,,,,,8,5,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2019 - 2020,,,,351,341,0.97,"3,815.00","27,415.00",7.19,,,,4,6,1.5,378,683,1.81,,,,"2,631.00","28,830.00",10.96,784,693,0.88,64,"2,192.00",34.25,"16,336.00","62,502.00",3.83,,,,22,14,0.64,,,,1,3,3,420,756,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020 - 2021,,,,89,122,1.37,"5,120.00","31,104.00",6.08,,,,4,7,1.75,417,989,2.37,1,2,2,"2,020.00","16,904.00",8.37,638,484,0.76,1,33,33,"21,605.00","75,661.00",3.5,,,,4,3,0.75,2,5,2.5,1,4,4,381,718,1.88,,,,,,,,,,8,7,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2021 - 2022,1,1,1,131,86,0.66,"6,184.00","36,683.00",5.93,,,,14,20,1.43,256,308,1.2,46,91,1.98,"1,628.00","15,017.00",9.22,366,238,0.65,,,,"6,724.00","20,522.00",3.05,1,1,1,259,201,0.78,17,23,1.35,,,,254,193,0.76,1,2,2,3,3,1,,,,11,8,0.73,,,,2,3,1.5,,,,,,,13,11,0.85,,,,,,,,,,,,
,,2022 - 2023,,,,206,186,0.9,"7,873.00","36,909.00",4.69,,,,,,,517,"1,396.00",2.7,24,50,2.08,"2,048.00","12,945.00",6.32,253,168,0.66,1,26,26,"19,777.00","66,767.00",3.38,,,,14,11,0.79,3,6,2,,,,126,64,0.51,,,,,,,,,,,,,,,,,,,20,150,7.5,20,58,2.9,,,,,,,,,,,,,,,
,17. Nagarkurnool,2018 - 2019,,,,,,,84,516,6.14,,,,229,359,1.57,"45,651.00","1,12,484.00",2.46,525,868,1.65,260,"1,691.00",6.5,2,2,1,52,"1,516.00",29.15,"16,758.00","44,560.00",2.66,,,,35,25,0.71,2,4,2,,,,307,454,1.48,,,,,,,232,107,0.46,16,6,0.38,,,,,,,,,,,,,83,53,0.64,17,17,1,,,,,,,,,
,,2019 - 2020,,,,36,35,0.97,84,495,5.89,,,,188,287,1.53,"49,722.00","1,07,137.00",2.15,887,"1,887.00",2.13,"2,798.00","19,388.00",6.93,56,53,0.95,23,788,34.26,"36,066.00","1,24,752.00",3.46,,,,48,31,0.65,8,18,2.25,,,,828,"1,490.00",1.8,,,,2,2,1,"1,012.00","1,956.00",1.93,26,19,0.73,,,,,,,,,,,,,31,27,0.87,11,16,1.45,2,31,15.5,1,2,2,,,
